A1: Ladder,B1: plate2_A1,C1: plate2_H12,D1: plate3_A1,E1: plate3_H12,F1: plate4_A1,G1: plate4_H12
1051.087,66.30742,50.59668,83.16175,198.7727,151.6385,9.458874
1166.977,65.05025,50.49932,82.61933,193.826,149.5687,9.154216
1259.226,64.91085,49.81218,82.37108,187.8614,147.761,9.255862
1320.498,64.17008,51.72722,81.12258,183.4125,144.0115,9.37396
1324.867,63.21748,51.70617,79.80122,179.9728,139.2734,9.226935
1286.732,61.64844,53.36079,78.58846,177.3818,138.095,9.059347
1210.479,59.80105,55.60506,77.16091,171.7921,136.3369,9.263254
1104.973,58.07137,56.87597,75.64422,166.4371,134.4068,9.657522
979.9645,56.09969,57.57589,74.62446,161.5006,133.3013,10.12915
844.9357,54.43316,57.98664,73.3051,158.6896,131.6583,10.32935
713.3201,53.54148,57.87331,73.07899,157.7358,128.2131,10.43228
592.522,51.7557,58.04481,73.12683,160.4581,125.6287,10.48998
486.6259,51.00697,57.58966,71.67405,162.2583,124.3592,10.52423
400.6342,50.72918,56.60873,70.28335,162.9875,121.568,10.64286
333.0936,50.03099,54.82989,68.75863,159.9503,118.8579,10.76977
278.2838,49.88336,52.9564,67.04397,156.14,117.0598,10.30324
230.3344,50.10229,51.8511,66.15871,151.833,116.4763,9.858035
197.0277,50.10458,51.03897,66.07812,148.289,115.467,9.761344
169.4095,50.29211,49.82216,63.63421,144.0187,113.0118,9.649417
149.1043,50.11763,48.40966,61.85467,138.9265,112.1419,9.324723
134.3289,49.40287,47.7265,59.75145,138.7686,111.315,8.935946
123.2204,48.93747,47.76476,58.05979,137.3266,110.1141,8.59451
114.8274,46.28023,48.74477,57.13277,132.4148,108.6181,8.243553
109.0617,44.52478,48.51048,55.37211,135.1245,104.3881,8.063601
105.286,42.51437,47.99066,52.50406,138.9702,99.02121,8.081835
101.9091,40.79504,46.10604,51.94125,138.99,94.46251,8.023012
98.93859,39.94086,44.64798,51.27407,139.2483,91.00879,8.096115
96.15475,39.63243,43.56563,51.17558,139.9997,88.06068,8.218582
93.48,39.29068,42.14415,52.00386,144.6066,83.09055,7.851062
91.10345,38.61902,42.00945,51.5843,147.6574,82.24831,7.849932
88.98211,39.08955,42.0658,50.92773,149.2869,81.54689,7.546154
87.854,37.75161,42.28944,50.53707,152.6482,80.69955,7.32043
88.32045,37.57224,43.73287,50.49912,153.9655,79.68162,7.041814
91.04847,36.27464,45.88486,51.20334,152.0392,78.24792,6.78129
97.06834,34.90857,47.96617,52.09145,148.1614,75.65115,6.701135
108.2943,33.93142,50.7884,48.43195,145.0958,70.65802,6.844513
127.8164,33.39206,54.58867,46.34803,145.3391,65.27625,6.995588
156.7224,32.98466,59.03554,44.24974,147.3987,61.94694,7.385582
200.4675,32.37336,63.84867,42.64248,149.6004,58.8777,7.720212
262.9003,32.14471,67.89207,42.08426,147.9743,55.44492,7.615899
343.1477,31.02321,74.06236,41.71902,140.6034,54.49055,7.870481
442.2039,31.40215,80.71584,40.83373,129.1004,55.64411,8.198166
562.5416,30.18222,85.7153,41.50656,125.1453,55.6098,8.256217
700.0015,28.91921,90.42696,41.4818,122.946,57.22026,8.357938
850.1822,28.08708,93.92003,43.52116,122.9052,59.1292,8.324484
1005.828,27.66654,95.55196,44.36292,118.6443,59.82389,8.569588
1146.101,27.55708,96.02299,44.5296,114.6556,61.28568,8.194037
1261.117,27.61321,95.78976,43.99855,112.4055,60.55571,7.782815
1344.301,27.52106,92.92178,43.41436,109.7132,58.44656,7.520678
1385.345,26.97397,88.22887,43.54681,107.1056,56.09042,7.400669
1373.005,26.67508,83.77304,44.17297,105.4434,52.60506,7.324134
1313.198,26.61976,81.06143,45.26841,106.2091,48.28341,7.194703
1212.152,27.55571,78.83352,45.23649,108.8518,46.84331,7.642235
1083.339,26.21698,76.28556,46.04834,117.8632,43.81109,7.702954
938.1703,24.21039,74.19064,45.03688,121.3119,42.14647,8.047529
786.2553,23.12467,71.96311,45.03475,119.2435,42.33651,8.141731
641.619,22.29538,68.36975,45.49022,118.3795,43.70508,8.069986
519.3157,20.87021,66.0057,45.12405,116.5949,45.99721,7.872164
408.94,19.58529,62.32897,44.86522,113.1405,48.8587,7.293231
320.8327,18.84571,59.06842,44.33412,112.0073,48.44172,6.91315
254.2973,18.30164,56.22069,44.82791,111.4909,48.48013,6.659419
204.6506,18.85002,54.95091,45.19062,111.2026,49.25628,6.726728
168.0054,19.35226,54.28672,45.23383,109.8906,49.36424,6.424401
143.7024,20.36914,53.3013,45.49789,107.5502,49.9272,6.288514
126.4723,20.29893,52.24633,45.14866,101.124,50.93163,6.417074
114.9452,20.22099,51.5126,43.84401,96.158,52.00606,6.540767
107.3135,20.94074,49.93717,42.56121,92.36013,53.41504,6.7955
101.7271,21.77401,46.90623,42.25526,89.07615,54.70683,6.694133
96.9594,22.14259,44.12065,40.99255,87.83985,55.40475,6.513914
92.81298,22.73492,41.5498,40.63726,89.33469,56.01587,6.344427
88.08401,22.81691,41.59915,40.60681,82.8365,54.03252,6.062659
84.16385,22.0327,41.05132,39.57997,74.60445,52.24256,5.813315
80.56956,21.58721,39.86102,37.56031,65.2597,50.35106,5.754395
77.47115,19.97988,38.89109,35.7988,58.84798,47.55041,5.757471
74.45184,19.17786,38.63759,34.59374,54.99168,45.15876,5.26818
70.81879,18.59975,40.40053,32.33356,58.34607,40.10468,5.393542
67.46826,17.65797,42.83918,29.94209,62.37994,38.00441,5.425738
64.23762,17.13549,44.74102,28.2315,67.08398,34.69191,5.654979
62.0911,17.64944,47.57856,26.85465,76.72409,32.38305,5.873058
59.76161,18.02441,49.79248,26.72008,84.09129,33.24844,5.963594
57.36387,17.56191,52.50513,27.90906,89.01073,36.09842,6.022954
55.28846,17.81066,54.88725,29.0066,94.49665,38.73829,6.185543
53.38711,16.98713,55.29594,29.43235,98.00957,41.17848,6.234565
52.71074,17.71414,53.22658,29.90914,97.82784,44.25517,6.219153
53.02763,17.44448,49.82251,29.5414,99.39536,45.95052,6.355124
54.09261,16.80959,46.372,31.15055,99.445,48.47546,6.324308
54.29329,16.9904,43.73171,30.34116,92.71792,47.22175,6.35039
54.14844,17.24022,40.92452,29.44184,88.0309,46.95717,6.351457
54.76831,16.56287,38.00601,29.03167,84.49281,46.97163,5.990524
54.22757,16.53098,36.23698,28.92379,81.9575,44.75248,6.139545
54.02283,15.31685,34.20511,28.64677,78.43317,43.91192,6.039252
54.2606,14.64814,32.07575,27.94756,74.04919,43.47211,5.963995
54.22047,14.40334,30.64945,27.06019,74.89554,42.73731,5.842458
54.06513,13.92876,29.19342,26.00346,76.58208,43.15437,5.695415
54.19931,14.99442,28.79154,25.82774,79.26511,42.74187,5.595498
54.91505,15.30641,27.6784,24.54374,78.95152,42.24924,5.627857
56.45327,15.80981,27.77319,23.55499,77.99294,42.71715,5.802186
57.11273,18.28995,27.36657,22.37608,76.80406,44.26705,5.716222
57.57159,20.46795,27.21777,21.17863,76.08389,46.43243,5.360268
58.70726,20.47154,26.72824,20.92851,75.54039,50.12602,5.141893
60.71833,21.24209,26.04359,21.8223,74.94565,47.59945,4.993186
63.93895,20.5407,25.10962,21.9479,74.67657,45.49437,4.695751
69.58515,19.11742,23.63559,22.04932,74.64408,42.54682,4.426229
76.67588,18.43374,24.25952,21.93291,74.96101,39.55111,4.562117
89.148,18.35718,24.22757,22.20478,73.34913,37.27378,4.664142
112.2057,18.53137,26.21684,23.17045,69.48123,35.43873,4.761189
146.4532,18.34003,26.82865,24.00836,68.0514,33.49086,5.419974
193.2269,18.33548,27.55774,24.13207,66.28922,33.39489,6.140302
255.8938,19.27102,27.51613,23.88699,63.30313,32.73884,6.591596
339.3888,18.43723,26.59029,23.52418,58.3498,32.95351,6.677921
444.069,16.85523,25.11756,23.6408,53.35085,33.59151,6.620191
567.6194,15.86913,23.01696,23.3912,50.44976,34.66252,6.755364
702.6918,14.74359,20.69557,22.95016,47.64901,36.84879,6.308857
841.2163,13.32984,17.95964,22.67197,45.07096,40.51542,6.113616
975.4326,13.42297,17.01901,22.2029,44.4588,44.2786,6.232561
1098.017,14.09738,15.95911,21.48278,43.9317,44.71733,6.155575
1195.97,14.59539,16.22907,21.09403,43.48489,45.26746,5.892038
1255.358,15.17227,16.15577,21.53598,42.2954,46.41785,5.764917
1271.246,15.89445,15.82414,21.62414,41.37023,47.65651,5.945206
1243.383,16.39474,15.67658,22.4775,40.92517,46.63637,5.968141
1176.006,16.00758,15.47792,23.55387,40.24953,43.15827,5.695558
1075.038,15.36271,15.84541,24.06617,40.808,39.49004,5.604058
945.0775,14.66612,15.5799,24.39071,45.03416,37.16014,5.509034
803.5489,15.16692,15.4746,24.44087,49.2454,37.33584,5.49853
660.4398,14.71091,13.80485,23.9642,53.03239,36.81176,5.560247
526.2697,13.36861,12.02251,23.47365,54.06519,35.58006,5.611608
410.4421,12.01048,11.07391,24.01167,54.39282,33.711,5.624243
316.9147,11.14064,10.53789,21.35042,54.17864,32.88494,5.584923
243.853,10.81603,9.788559,20.11527,52.68835,34.55523,5.438086
190.6397,10.75211,8.734612,19.21521,51.06873,37.346,5.44375
155.4822,12.74714,7.672353,18.00799,49.28474,36.05356,5.557782
131.2563,13.88679,7.750738,16.86767,49.12847,34.38627,5.816903
114.8471,13.68459,10.52862,16.20311,47.41218,32.69134,6.260246
103.0628,14.27919,9.761028,16.14454,41.76421,31.27784,6.787796
94.24465,15.68886,8.923935,17.26051,37.98788,30.9945,7.067257
89.25513,16.28517,7.660785,18.14927,34.99819,30.63771,7.438065
84.709,16.13656,5.653137,20.70186,32.7095,29.71661,7.386896
79.88183,16.16189,4.061022,24.11408,30.01711,29.57004,7.426487
76.35394,16.08657,3.51711,26.47117,27.50838,31.1722,7.262981
73.56828,15.50043,2.561234,28.3265,32.02699,33.29136,6.8712
70.86942,14.87597,2.276576,29.92867,33.45846,33.52011,6.421791
68.18354,15.54371,1.784469,30.19667,31.72562,29.83081,5.992479
66.19048,13.32758,4.210382,28.22368,32.06046,28.68761,5.714311
64.46176,11.20756,7.508882,25.87387,32.07602,28.35059,5.779458
62.79771,10.18036,9.051661,24.87951,31.26998,25.99623,5.436232
61.59142,10.31807,9.679362,23.32374,31.00922,23.58397,4.981392
60.70514,11.26034,9.770813,21.88935,31.7447,23.55021,4.726906
59.87238,12.45555,8.851588,21.01348,35.22968,21.39936,4.745831
59.12811,13.23664,7.661762,20.7018,32.7523,21.08354,4.938147
59.68301,12.9015,7.349126,20.79211,27.7831,22.08032,5.283929
60.72675,11.36403,7.939912,21.00727,25.85629,24.15965,5.19159
61.33223,10.454,9.154791,20.45545,25.8015,26.3558,5.350006
61.83746,8.370326,10.77746,20.93479,27.29501,27.64416,5.255406
63.45917,5.401241,13.44864,20.47132,22.16045,28.38916,5.201786
66.93757,4.501951,16.07043,19.7596,20.69868,31.61649,5.244987
70.99084,4.713214,17.82498,19.91861,24.46735,30.0951,5.240489
77.87244,4.972961,18.54704,20.19833,22.95204,27.90974,5.14498
89.68887,5.435465,18.3013,20.5548,21.71726,27.0701,5.225719
109.3491,6.350724,17.89556,21.76586,23.31607,25.63883,5.923002
141.0574,8.183477,17.84277,22.31203,24.96562,25.43125,6.309329
187.4435,10.96657,15.06817,22.14154,26.4711,27.68836,6.457184
249.1001,10.31812,13.73459,22.86084,27.14934,29.80247,6.374796
327.9505,8.813954,11.76686,23.03721,28.72438,31.30459,6.201562
424.8928,6.851657,9.506289,23.62814,30.5347,31.42085,5.971948
532.7811,5.520089,7.920459,23.5909,22.97106,30.2816,5.230642
650.0784,5.338271,7.019437,22.47629,18.89229,29.91557,4.949388
767.4827,5.277301,6.236713,21.42896,18.69234,29.77772,4.638343
875.853,4.169133,6.094049,21.56869,19.9288,27.88559,4.824781
972.6077,2.816635,6.960793,20.15462,20.5029,25.09125,4.992988
1041.643,3.629341,8.867055,19.73517,19.55257,25.32416,5.320346
1082.844,5.418808,10.54409,18.56811,23.54108,25.24135,5.975364
1093.366,8.290131,11.228,17.81744,28.22699,27.4612,6.521217
1069.682,7.72299,12.07411,18.41323,30.47418,28.94136,6.91395
1013.954,7.487201,12.46094,18.85197,31.94093,28.88888,7.356941
932.4582,8.022622,11.69897,18.57537,33.10201,27.37188,7.406663
829.8655,8.519332,10.67311,19.13348,35.33458,25.09901,7.264242
713.5328,8.601755,10.20738,18.26742,32.79673,23.28185,7.059174
598.551,8.633923,9.274537,18.14246,25.97297,22.76215,6.889727
487.1394,8.719337,8.443737,19.75097,22.28149,21.25148,6.933357
386.9463,8.023382,6.940801,19.19605,18.87556,18.29648,7.437464
302.9729,8.098866,5.882288,18.47725,15.71809,19.43771,7.351215
234.4926,8.252042,5.454753,18.10876,11.06425,20.45154,7.988474
186.4448,8.038134,5.805999,18.04786,6.683721,21.30567,8.7378
152.0544,8.005235,6.639033,18.54955,3.826922,22.06616,9.315958
126.426,8.428316,7.5613,19.02165,2.676874,21.84927,9.733471
109.2934,8.901731,8.934571,17.82631,2.656166,19.94396,9.874173
98.18603,9.288033,10.15813,18.87408,5.160041,17.49721,9.476871
90.20128,9.664537,11.51526,20.29813,7.344709,15.82057,9.116632
85.02761,9.872567,12.95707,21.1715,9.28276,14.96923,8.445959
81.76127,9.701376,12.91416,21.59783,10.28251,13.52883,8.205894
78.8604,8.629406,12.65497,21.3329,9.462012,12.45353,8.398429
76.48602,9.048827,12.06006,20.47251,6.440661,12.53847,8.566755
75.05581,9.590204,11.27459,20.2534,2.63477,13.42922,8.745031
74.23911,8.894285,10.63268,20.08928,1.696339,14.07761,9.181735
73.30301,9.748239,9.359233,19.41694,6.914191,13.84365,9.507383
73.19507,11.94502,8.912708,19.93871,8.504492,15.13904,9.806326
74.08272,14.00116,8.312172,19.28446,7.94395,14.40164,10.10197
77.36573,15.24112,8.792108,19.21853,3.265835,14.65163,10.11951
81.61986,15.88057,8.851819,19.82495,1.574675,15.38926,10.28782
88.60914,15.98567,9.240801,19.77506,1.535383,15.16298,10.50684
101.319,14.54913,8.886725,18.61878,0.5075647,14.24387,10.70702
121.9645,13.8763,8.854865,17.61882,1.056309,14.97299,11.20825
154.6297,13.92044,9.952411,16.96926,3.143165,15.03779,12.10145
202.1996,12.78933,9.74651,16.83914,2.661086,12.99665,12.26405
264.5508,11.8716,10.55775,16.10428,3.426695,14.51788,12.47199
343.3005,12.10447,10.62929,15.54663,6.497909,15.95943,12.65888
439.1888,13.09463,10.96405,15.70649,3.85694,17.21091,12.84551
548.9663,14.04162,10.84555,15.40924,1.746377,18.16543,13.14144
661.1062,14.38759,12.01458,14.03716,5.091722,17.83801,13.5413
772.7887,13.52389,12.5845,14.78138,11.85464,16.22824,13.80322
867.2327,12.72347,12.47694,15.85782,19.24732,12.43868,14.53978
939.3295,13.22538,12.3007,17.73005,20.06862,8.779637,15.14965
986.8475,15.48402,11.31222,20.17539,22.8101,7.692686,15.75621
1008.037,17.90727,12.29139,21.88762,27.06231,7.509789,16.53238
1000.143,19.43161,12.14751,23.09596,33.5928,7.584318,17.14571
955.9826,20.95731,13.51243,24.07536,38.84527,9.238409,17.37318
885.5148,22.34459,14.45475,24.63245,42.40569,12.92393,17.46377
801.2466,23.36442,14.41603,24.39616,44.49469,14.73046,17.74932
708.6011,24.59975,14.53539,22.89368,44.67741,17.48911,17.90675
610.7205,24.60626,15.21639,20.99529,41.01627,20.69943,18.33756
512.1285,22.66622,15.70989,21.10019,38.70149,19.46711,18.59461
421.8133,21.93501,15.43057,22.14978,35.57837,18.55117,18.87456
339.2805,22.98795,15.18842,23.39627,26.50374,17.76892,19.44054
269.8218,24.26311,14.85061,24.60969,19.2529,16.55949,20.31978
215.8852,24.50549,14.77903,25.81412,13.363,16.1402,21.26492
175.6349,24.20684,15.40803,26.93854,11.52247,16.383,22.13303
145.0887,23.3067,16.5547,27.73533,10.40377,17.2591,23.09567
121.1256,21.35962,18.10066,28.87528,10.04972,17.6511,23.9781
106.7748,18.88069,19.77604,28.02497,12.54852,18.49118,25.11006
98.27844,17.06044,21.81825,27.8483,17.60981,19.27547,26.38511
93.15611,17.49102,24.27792,28.89357,26.83201,20.14799,27.88012
90.81094,20.534,25.56581,30.58796,32.33074,21.21302,29.76427
89.89439,25.26592,28.07106,32.51352,36.80002,22.91061,30.98549
89.02594,30.16731,29.83724,34.82088,41.05285,27.28485,32.58865
87.55238,34.28239,31.95667,37.5176,54.58865,27.03166,34.8616
86.45519,38.62553,33.81464,38.88884,72.31896,29.09904,37.80544
85.93276,45.01979,35.10592,43.03099,86.15182,31.62175,41.24456
87.36398,53.94875,38.1251,47.90006,106.7813,35.49143,45.27339
92.22986,65.65866,44.52892,55.22241,133.2215,42.43208,50.66521
102.7176,83.95306,55.04397,66.57223,179.0449,55.39104,59.08514
121.6084,109.8756,72.40579,87.21974,234.6124,77.9664,73.31281
151.9217,158.5488,95.76457,122.5105,303.412,112.2692,91.68735
205.0987,222.3049,137.7712,173.7859,388.8222,164.4403,123.9738
275.6914,312.5044,198.8559,243.5669,480.0009,235.0761,176.108
365.8418,420.8172,281.7222,334.8829,578.2034,327.245,250.5104
474.4434,538.8419,385.4736,442.0078,676.528,442.0786,350.5786
595.4292,660.072,504.8197,558.5296,771.6528,570.6251,478.3999
718.5414,774.9218,632.0977,681.3828,849.2603,699.9869,623.7618
833.1205,871.6009,758.6502,798.9257,911.5558,819.1185,766.9245
920.4537,944.7228,872.5663,897.1933,962.5363,917.3049,886.2677
976.2047,989.6417,951.6462,966.4307,986.9429,977.3124,966.7368
997.7704,998.9641,995.2936,999.6939,988.4366,996.4203,997.9003
981.5342,985.1926,997.5571,994.4438,963.5702,968.7912,975.1888
928.7485,952.3768,968.8209,951.6725,920.2028,901.8184,902.9147
850.7159,911.1636,912.0371,880.0746,866.7992,803.5707,794.8807
748.2834,860.2771,834.4937,788.6899,797.6714,685.9108,663.7224
638.3023,798.2798,744.5131,686.4366,722.1306,566.2971,530.6626
529.9749,727.5402,649.466,581.4114,643.3902,457.1794,417.0418
427.2694,650.3591,556.518,481.8033,559.6686,358.6777,325.6519
333.9589,569.4824,470.3008,395.5126,479.7782,280.0094,256.5636
253.5366,491.7352,391.2567,321.3353,402.9622,219.1161,207.4359
186.3521,417.1315,315.0521,261.2888,337.0254,174.7251,173.7032
137.5758,347.0088,251.767,212.6139,280.457,143.7696,150.0971
103.0326,286.1987,199.9402,173.7701,232.5878,120.5857,133.5544
76.97738,237.5223,159.4724,144.3788,196.8651,100.4221,121.4129
60.33044,200.6086,129.3964,122.1979,165.7312,89.99124,111.2358
52.51392,172.3,107.1532,105.3551,140.8491,78.35432,102.0436
47.0175,149.2276,90.41638,93.9536,120.3509,65.66409,94.19695
41.85434,130.0214,77.82647,84.5581,103.3744,55.46465,87.80072
38.13471,114.7084,69.26611,73.26041,93.68555,48.35064,81.68311
34.74193,102.1476,61.70123,64.71278,80.91325,42.59929,76.60434
31.50535,93.0273,55.47447,57.73928,67.04622,36.41774,72.32337
28.78403,85.16054,48.98222,51.31918,54.63872,30.37331,68.14589
26.82005,76.01255,42.25832,45.47376,43.78399,28.61298,64.1322
24.91283,68.87885,36.46158,39.97865,34.11489,20.96247,60.2434
23.60557,63.81687,32.10362,34.52369,27.31657,13.75836,56.48
22.34382,60.26941,28.29156,30.7233,22.10234,10.53796,53.01275
21.42051,56.83002,24.33924,27.6217,18.8682,8.185606,50.15301
20.4198,52.17201,22.37856,26.10027,22.36747,4.298032,47.10545
19.34016,49.64804,19.93879,24.81067,24.98816,0.3863922,44.1921
18.66897,46.46692,17.42056,23.76172,23.74758,0.1159218,41.425
17.80074,41.05037,14.68373,22.51964,22.33269,1.078073,38.91099
15.23452,38.17274,12.35036,21.13475,20.13286,1.516633,36.60715
13.76914,35.67258,10.3094,19.81159,14.81621,3.199614,34.55762
12.8894,33.22751,8.413874,18.0391,10.51689,5.41,32.98595
11.8545,32.32003,6.986208,16.36188,6.775944,6.305604,31.44288
10.43084,31.57696,5.750394,14.31703,2.264836,5.814061,30.39955
9.200068,29.71551,4.862883,12.75736,0,5.359862,29.59536
8.095742,28.18841,3.478568,11.64493,0,5.837836,29.01198
8.001348,26.69014,3.56731,11.17904,1.534909,6.747449,28.26535
8.306184,26.96588,4.394131,11.25047,2.636675,3.496832,27.24467
9.138982,27.17209,4.441659,11.93765,2.81818,2.445433,26.1407
9.734934,27.38763,3.713905,13.53209,3.762424,1.606724,24.89623
9.198899,27.23271,2.94569,14.85193,5.373976,0.6136728,24.00021
9.027421,26.96376,2.430651,16.00403,8.496214,0,22.75468
10.42889,27.97008,2.051058,15.66958,8.047713,0.2556258,21.9292
11.09145,29.0993,1.421975,15.24779,6.020729,1.321941,20.96223
11.27949,27.88907,0.5667049,13.69,4.834562,2.439516,19.94
11.02649,24.44052,0.103342,11.07785,4.479293,1.526832,19.18427
10.3056,21.62011,0.5390342,8.11275,4.799904,1.064172,18.53572
9.266091,18.52099,0.7004232,5.104284,8.978177,1.456769,17.77157
8.761444,18.64622,0.7288717,2.042899,13.09698,0.9980804,17.02327
7.911142,15.37084,0.5861869,0.6683062,17.06941,0.5940757,16.12807
7.580248,12.98735,0,0.1677859,26.12744,1.810063,15.42814
6.597095,10.12849,0,1.298779,31.76436,1.735717,15.01011
5.702734,7.849336,0,2.445174,27.31124,1.351778,14.53535
5.907127,7.000257,0,3.285569,23.49663,3.014382,13.79954
5.533517,6.654423,0,3.989658,19.90489,5.608962,13.55184
4.916112,5.737684,0.1062335,4.349944,16.26252,6.036002,12.98
5.01027,4.982152,1.005387,3.880157,11.63642,4.79189,12.69712
4.909143,5.887444,2.96261,3.561907,6.429206,2.840066,12.1971
4.5258,5.796878,4.507381,2.804984,2.650984,0.7032681,11.61438
4.129954,6.28005,4.823857,1.288442,0.4698901,0,10.89476
3.936236,3.243388,5.895168,0.3033967,0.03737762,0,9.951587
3.425471,1.183544,6.566606,0,1.17119,0.5356291,8.973266
3.586703,0.3565818,7.745099,0.1776656,2.154475,0.2086867,8.499661
3.300761,0.03854011,6.98118,0.3348545,2.582542,0.02962871,7.780209
3.176953,0.5545363,5.024337,0.04325568,10.82694,0.1477704,7.228885
3.233885,2.029527,3.99431,0.2825017,21.11968,0.1892795,7.26662
3.316783,3.748361,2.837505,0.02641276,31.13362,0.02563239,7.541997
3.622519,4.605838,1.309474,0,31.72305,0.1357009,7.732364
4.546432,5.684659,0.3740161,0.02669744,27.81878,0.01055451,7.774682
5.242744,4.428823,0,0.01793816,27.69547,0.702171,7.620714
5.119433,2.196054,0.07414413,0.1322655,27.49131,0.5528262,7.5536
4.773594,0.6877964,1.693356,0.2119484,27.21572,0.1789971,7.081447
4.388742,0.1109806,1.984304,0.2300415,23.8235,0.8722897,6.584527
3.757273,0,1.599169,1.120064,21.60913,1.461085,6.029735
3.153842,0,0.5662723,0.05870025,21.29445,0,5.435544
2.988661,0.01419757,0.1930877,0.1070575,20.90536,0,4.915163
2.707573,0.1799335,0.8808226,1.233037,20.48893,0,4.56072
2.414676,1.160445,1.533188,1.442204,20.03803,0,4.18868
1.991773,1.422422,1.1642,1.519262,14.23561,0.7425312,3.801992
1.598189,1.751359,0.9874212,2.063525,7.970395,0.5185933,3.519022
1.718678,1.805756,0.5578917,2.571625,11.49502,0.290316,3.301698
1.95238,0.7856642,0.08558425,2.612405,10.18911,0.5061919,2.986952
1.602834,0.7748781,1.324909,2.854051,5.473224,0.4568857,2.650378
1.031156,1.267364,1.839472,2.207251,1.986617,2.886816,2.453448
0.5765014,1.251959,1.490624,0.949976,0.06559163,2.698855,2.22618
0.2556724,1.501338,1.283365,0.2085969,0.006339712,2.018686,1.805998
0.03602549,0.2248418,1.742674,0,0,3.100022,1.414657
0.1990845,0,2.281265,0.2662362,0,3.689444,1.014014
0.0789318,0,1.895323,0.4889871,0,3.317673,0.4987974
0.01692017,0.3416243,0.8309767,0,0.6088417,2.936922,0.1076188
0.2637601,0.430394,0.7241631,0,2.06055,2.951557,0
0.2667918,0.1727342,0.1801573,0,6.110614,2.091464,0
0.05052954,0,0,0,11.10336,1.813049,0
0.1651453,0,0.4991552,0,16.05058,0.4120958,0.02875565
0.006162139,0.1248435,1.079041,0,13.73873,1.348553,0.1336003
0,0.699427,1.098465,0,14.20084,1.016942,0.06934108
0,1.675468,0.8423485,0.4717956,17.32507,0.8582056,0.01464251
0.03522412,0.261678,1.183503,1.571945,16.58278,2.291365,0.02127544
0.2269044,0.1820346,0.02229788,1.956801,16.27866,2.305304,0
0.4402821,0.03463707,0.1136644,2.441507,17.03378,0.8325535,0
0.2223283,0.5718855,0.9626576,1.586931,17.12057,0.09742647,0
0.631838,0.6233888,2.373631,0.8253828,17.49026,0.3249193,0
0.8829007,0.2471642,2.099859,0.2381127,19.11723,0.8328303,0.08757047
0.3747546,0,0.7700291,0,19.66698,0.5286586,0.06173284
0.2078569,0,0,0,19.25913,0.213498,0
0.3193164,0.156514,0,0,15.59135,0.4210654,0
0,0.8900952,0,0.1743464,13.12889,0.06500728,0
0,1.85782,0,1.45608,11.59903,0.514641,0
